Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
08/13/2025,AQS,150030010,1,2.1,ug/m3 LC,12,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/14/2025,AQS,150030010,1,2.3,ug/m3 LC,13,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/15/2025,AQS,150030010,1,2.8,ug/m3 LC,16,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/16/2025,AQS,150030010,1,5.3,ug/m3 LC,29,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/17/2025,AQS,150030010,1,3.8,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/18/2025,AQS,150030010,1,4,ug/m3 LC,22,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/19/2025,AQS,150030010,1,2.9,ug/m3 LC,16,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/20/2025,AQS,150030010,1,2.6,ug/m3 LC,14,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/21/2025,AQS,150030010,1,3.2,ug/m3 LC,18,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/22/2025,AQS,150030010,1,3.9,ug/m3 LC,22,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/23/2025,AQS,150030010,1,4.9,ug/m3 LC,27,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/24/2025,AQS,150030010,1,4.4,ug/m3 LC,24,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/25/2025,AQS,150030010,1,3.8,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/26/2025,AQS,150030010,1,4.6,ug/m3 LC,26,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/27/2025,AQS,150030010,1,4.7,ug/m3 LC,26,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/28/2025,AQS,150030010,1,4.4,ug/m3 LC,24,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/29/2025,AQS,150030010,1,3.5,ug/m3 LC,19,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/30/2025,AQS,150030010,1,3.2,ug/m3 LC,18,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
08/31/2025,AQS,150030010,1,3.8,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/01/2025,AQS,150030010,1,3.8,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/02/2025,AQS,150030010,1,2.7,ug/m3 LC,15,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/03/2025,AQS,150030010,1,2.9,ug/m3 LC,16,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/04/2025,AQS,150030010,1,2.2,ug/m3 LC,12,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/05/2025,AQS,150030010,1,2.4,ug/m3 LC,13,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/06/2025,AQS,150030010,1,2.8,ug/m3 LC,16,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/07/2025,AQS,150030010,1,2.5,ug/m3 LC,14,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/08/2025,AQS,150030010,1,3.2,ug/m3 LC,18,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/09/2025,AQS,150030010,1,4.1,ug/m3 LC,23,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/10/2025,AQS,150030010,1,3.1,ug/m3 LC,17,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/11/2025,AQS,150030010,1,4,ug/m3 LC,22,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/12/2025,AQS,150030010,1,3.9,ug/m3 LC,22,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/13/2025,AQS,150030010,1,3.8,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/14/2025,AQS,150030010,1,3.4,ug/m3 LC,19,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/15/2025,AQS,150030010,1,3.9,ug/m3 LC,22,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/16/2025,AQS,150030010,1,3.6,ug/m3 LC,20,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/17/2025,AQS,150030010,1,3.3,ug/m3 LC,18,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/18/2025,AQS,150030010,1,3.5,ug/m3 LC,19,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/19/2025,AQS,150030010,1,3.1,ug/m3 LC,17,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/20/2025,AQS,150030010,1,4.2,ug/m3 LC,23,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/21/2025,AQS,150030010,1,3.2,ug/m3 LC,18,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/22/2025,AQS,150030010,1,3.6,ug/m3 LC,20,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/23/2025,AQS,150030010,1,3.7,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/24/2025,AQS,150030010,1,2.7,ug/m3 LC,15,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
09/25/2025,AQS,150030010,1,2.9,ug/m3 LC,16,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
10/29/2025,AQS,150030010,1,3.6,ug/m3 LC,20,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
10/30/2025,AQS,150030010,1,2.7,ug/m3 LC,15,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
10/31/2025,AQS,150030010,1,2.9,ug/m3 LC,16,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/01/2025,AQS,150030010,1,2.5,ug/m3 LC,14,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/02/2025,AQS,150030010,1,3,ug/m3 LC,17,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/03/2025,AQS,150030010,1,4.9,ug/m3 LC,27,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/04/2025,AQS,150030010,1,3.1,ug/m3 LC,17,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/05/2025,AQS,150030010,1,2.7,ug/m3 LC,15,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/06/2025,AQS,150030010,1,3.5,ug/m3 LC,19,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/07/2025,AQS,150030010,1,3.6,ug/m3 LC,20,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/08/2025,AQS,150030010,1,1.8,ug/m3 LC,10,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/09/2025,AQS,150030010,1,3.6,ug/m3 LC,20,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/10/2025,AQS,150030010,1,3.7,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/11/2025,AQS,150030010,1,3.8,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/12/2025,AQS,150030010,1,5,ug/m3 LC,28,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/13/2025,AQS,150030010,1,6.4,ug/m3 LC,36,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/14/2025,AQS,150030010,1,5.9,ug/m3 LC,33,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/15/2025,AQS,150030010,1,3.4,ug/m3 LC,19,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/16/2025,AQS,150030010,1,2,ug/m3 LC,11,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/17/2025,AQS,150030010,1,2.6,ug/m3 LC,14,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/18/2025,AQS,150030010,1,3,ug/m3 LC,17,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/19/2025,AQS,150030010,1,4,ug/m3 LC,22,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/20/2025,AQS,150030010,1,4.4,ug/m3 LC,24,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/21/2025,AQS,150030010,1,4.6,ug/m3 LC,26,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/22/2025,AQS,150030010,1,4.4,ug/m3 LC,24,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/23/2025,AQS,150030010,1,3.3,ug/m3 LC,18,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/24/2025,AQS,150030010,1,4.4,ug/m3 LC,24,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/25/2025,AQS,150030010,1,4.1,ug/m3 LC,23,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/26/2025,AQS,150030010,1,3.6,ug/m3 LC,20,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/27/2025,AQS,150030010,1,4,ug/m3 LC,22,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/28/2025,AQS,150030010,1,5.2,ug/m3 LC,29,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/29/2025,AQS,150030010,1,7.3,ug/m3 LC,41,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
11/30/2025,AQS,150030010,1,6.3,ug/m3 LC,35,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/01/2025,AQS,150030010,1,3.9,ug/m3 LC,22,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/02/2025,AQS,150030010,1,3,ug/m3 LC,17,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/03/2025,AQS,150030010,1,2.7,ug/m3 LC,15,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/04/2025,AQS,150030010,1,3,ug/m3 LC,17,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/05/2025,AQS,150030010,1,5.3,ug/m3 LC,29,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/06/2025,AQS,150030010,1,4.2,ug/m3 LC,23,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/07/2025,AQS,150030010,1,3.2,ug/m3 LC,18,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/08/2025,AQS,150030010,1,2.9,ug/m3 LC,16,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/09/2025,AQS,150030010,1,2.3,ug/m3 LC,13,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/10/2025,AQS,150030010,1,3,ug/m3 LC,17,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/11/2025,AQS,150030010,1,2.9,ug/m3 LC,16,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/12/2025,AQS,150030010,1,2.9,ug/m3 LC,16,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/13/2025,AQS,150030010,1,5.2,ug/m3 LC,29,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/14/2025,AQS,150030010,1,4,ug/m3 LC,22,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/15/2025,AQS,150030010,1,6.5,ug/m3 LC,36,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/16/2025,AQS,150030010,1,6.6,ug/m3 LC,37,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/17/2025,AQS,150030010,1,8.3,ug/m3 LC,46,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/18/2025,AQS,150030010,1,5,ug/m3 LC,28,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/19/2025,AQS,150030010,1,3.5,ug/m3 LC,19,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/20/2025,AQS,150030010,1,4,ug/m3 LC,22,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/21/2025,AQS,150030010,1,3.7,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/22/2025,AQS,150030010,1,2.3,ug/m3 LC,13,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/23/2025,AQS,150030010,1,4.7,ug/m3 LC,26,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/24/2025,AQS,150030010,1,5.1,ug/m3 LC,28,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
